cleaned_comment,sentiment_score,sentiment
imagine abandon fosil fuel imagine source energy sun imagine krakatau erupts dust block sun year cause happened,-0.5719,negative
like thousand century,0.3612,positive
global warming man made money,0.1531,positive
make video kite,0.0,neutral
friend secret curing climate change st chronicle say people would humble would heal land,0.4939,positive
moneybag,0.0,neutral
european number one emisors contaminators,0.0772,positive
earth done several time without man pollution calling man made heat disaster stretch prepare there solid evidence causing speeding going happen either way,-0.5423,negative
great video though im searching one includes climate change activist including christian threatened spreading awareness remember woman talking authority evil care belief caring environment consequence fine even life prison anyone find need share video intercultural online exchange program participant,0.4767,positive
war worst climate changer raise taxses gas us tax war example,-0.9169,negative
nature gift must preserved well longterm benefit nature gift must destroy shortterm benefit,0.8555,positive
antidote climate change rubbishclimate movie youtube,0.0,neutral
black people fine matter hot get,0.2263,positive
climate change end reversed naturally long western democracy build infrastructure support electrical vehicle carbon emission directly proportional population population collapse already started europe japan russia china world industrial population cut half carbon emission western democracy flatlined carbon emission year made significant reduction despite china largest producer atmospheric carbon building coal fired electrical plant produce electricity electrical vehicle china produce million metric tonne carbon year increasing exponentially double producer usa produce metric tonne flatlined bankrupting western democracy make room china produce carbon nothing within g country impact climate change china produce much carbon g nation combined really want impact climate change europe canada usa need introduce massive trade sanction china china demonstrates part worldwide community protect nature carbon capture large continuous forest especially rainforest ocean brazil clear cut burned much amazon rainforest disrupted water cycle turning large part amazon rainforest desert many tributary dried western democracy really want protect planet help brazil central africa indonesia etc protect rainforest,0.8476,positive
one tree one month one environment,0.0,neutral
finally straight answer reliable swiss news source,0.2263,positive
last generation survive,0.0,neutral
agro pastoralists pastoralists community marsabit county kenya africa worldwide,0.0,neutral
saku northhoor laisamis moyale subcounties affected climate change global warming,0.0,neutral
lake turkana chalbi desert,0.0,neutral
value chain value addition pastoralists community livelihood africa,0.6808,positive
community managed disaster risk reduction,-0.7351,negative
participatory vulnerability capacity assessment community action plan preparing disaster,-0.7184,negative
disaster risk reduction innovation,-0.5574,negative
happen pastoralists community marsabit county northern kenya without technology,0.0,neutral
rangeland management gi gprs charp artificial intelligence,0.4767,positive
lake turkana windpower marsabit county energy natural resource,0.5574,positive
soil analysis,0.0,neutral
ecosystem biodiversity,0.0,neutral
undersea conservation,0.0,neutral
averting catastrophe northern kenya,-0.6597,negative
number one thing one person address worldwide poly crisis support voluntary reduction human population need ecological footprint tax richest world hire appropriate medical staff set mobile unit could go community around world paying people get sterilized organization nonprofit worldvasectomydaywouldbeideal considering renewable energy option mitigate suffering caused predicament dont believe bright green lie nothing renewable socalled renewable energy energy power ecological devastation independent source human being actually endless source free clean green energy exist would fuel acceleration destruction biosphere deforestation ocean depletion habitat loss desertification biodiversity loss soil degradation groundwater depletion global warming overpopulation rampant pollution six mass extinction would continue accelerate supply problem demand problem fewer human equal less suffering life earth really need promote government nonprofit funded vasectomy tubal ligation realize unlikely government pas tax rich pay voluntary sterilization may able contribute participate nonprofit fund voluntary sterilization however discus others whether ethical bring child onto planet midst global industrial ecological collapse talk way mitigate suffering people stay silent remain ignorant live denial continue celebrate procreation contribute suffering either reduce population choice let nature unmerciful way biology life never brought existence life suffer unequivocal impending collapse,-0.9503,negative
thank scientist world know handle,0.3612,positive
get rid chemical everything start theyre smart like bill gate said worked organic tire pushing food thats corporate control,0.6369,positive
always hear setting goal cut emission nice also achieve goal,0.1779,positive
thank documentary hope everyone around world make brave move save environment catastrophe live philippine prone climate change many typhoon develop every year climate turn hot pacific region,0.765,positive
make word like north korea without automobil stoped climate change,0.3612,positive
green plant use co tree give water initiate rain snow,0.0,neutral
collect water cistern,0.0,neutral
rich pay go somewhere else,0.4939,positive
reap soweach everyone u culpable become leave behind u blame,-0.3818,negative
meanwhile equipment made devastating climate change emission clown world live,-0.6486,negative
area feel climate change never ever befor,0.0,neutral
dear dw dont talk polluting industry responsible majority emission,0.5994,positive
dude beginning flying around world good reason causing climate change complaining climate change people please exclude extreme hypocrite message,0.3612,positive
every time see something nuclear phase program die little inside doesnt toxic byproduct biofuel natural gas coal one cleanest efficient safest power source burning crap literally instead anything else,0.128,positive
live galpagos island feel climate change every day,0.0,neutral
human given best gift knowledge people treat planet,0.8689,positive
tempest teapot,0.0,neutral
global warming part natural cycle cycle stopped huge amount money spent problem doesnt exist,0.2023,positive
climate change great discussion nobody ever talk terraforming planet,0.6249,positive
germany denial manmade climate change mainly rightwing extremist conservative liberal major social political problem fact oil company continue make huge profit time refuse take responsibility consequence shocking nobody want change anything motto keep let others take first step climate activist branded terrorist superrich still get tax break find mistake,-0.8481,negative
climate changing cant anything stop blaming people stop blaming costop blaming population growth useless,0.8577,positive
la pootencias entre ellas alemania arrojando toneladas de explosivos deberan ser declarados terroristas en pro de la vida del planeta,0.0,neutral
melted year freeze stop panicking warmingfreezing cycle,-0.5994,negative
climate change used called global warmingclimate change happens four time every year country around world called springsummerautumn winter without climate change nobody survive key point climate change caused human activity view,0.0,neutral
absolutely amazing photography,0.624,positive
propaganda,-0.25,negative
started west stop west,-0.296,negative
must russian propaganda russian scientist told must believe russian say even belief anthropomorphic climate change anymore thats,-0.25,negative
volksverarschung um un vllig bldsinnigen regeln zu unterwerfen,0.0,neutral
clima chanching time never different,0.0,neutral
climate changesecond biggest money making scam man come since invented biggest money making scam ever conceived religion,-0.8126,negative
helicopter pilot cast iron nut flying hoovering near mountain hill skill experience commended thus great job helicopter pilot,0.7906,positive
wind harvesting slows rotation planet many human using many natural resource producing much pollution heat,0.3612,positive
eating shit washing brain people world stop industry reduce work hour program n country much production waste material much car builted waiting client real polution,-0.8225,negative
genuinely frightening known year acted like big deal,-0.1779,negative
love people spread lie everything strongest environmental champion,0.9001,positive
geoengineering power virtually create weather situation possible started way back late check might shock,-0.128,negative
utter lie,0.0,neutral
climate change hoax bet dont tell antartica ice growing fact video b co giver life plant need grow fact geoengineering rife fact,0.25,positive
nothing change every act consumption includes full cost activity involved added cost actually used repair damage collected cover capitalism current form alternative dont better modified form economics required one charge logger original value live tree car driver emission exhaust loss forest produce palm oil rubber adhesive paint additive etc etc,-0.6604,negative
co problem unelected representative commercial interest hijacked people shallow sympathy money going much money al gore made frighten mass bait swtch exercise,0.1027,positive
climate change catastrophe horrendous lie,-0.8481,negative
lol,0.4215,positive
solution would afforestation one implement encourages massively brazil even cutting green tropical forest sell u nonsense electricity save world get serious stop making fool whole nation,-0.0516,negative
peace good,0.7506,positive
sim caminhamos em direo ao abismomas enquanto abismo nao chega vou continuar bebendo minha cerveja e fazendo toda coisas que gosto de fazer,0.0,neutral
thing getting charged free planet airhold beer,0.3612,positive
total nonsence earth natural cycle dw belief narrative claus schwab bill gate buy false scientistss opinion fck dw agenda crowd,0.3612,positive
fakenews und betreutes denken danke fuc tube,0.0,neutral
many people world,0.0,neutral
saw tom foolery coffee emmitting co gas also damaging ozone layer everyone ozone layer good onegood try talk much breathing co gas damage ozone layer,-0.7506,negative
coldest wettest winter huntington beach year global warming bulshit take away free,0.5994,positive
effect climate change starting scary future,-0.4939,negative
earth cooling warming ever,0.1531,positive
rubbish donald trump said made china amerikkka great,0.6249,positive
arent global leader hypocrite condeming war must cause mass destruction pollution especially loss life arent demanding putin isreal stop real sanction especially china aiding putin country survive country boycott age,-0.919,negative
whole perspective intended persuade stupid giving stuff become dependent government stupid narrative ignorent,-0.6597,negative
somebody need talk jupiter,0.0,neutral
climate change fake,-0.4767,negative
lie raise tax benefit certain corporation really think stop cosmicplanetary cycle nee prepare act ice age opposite,0.3862,positive
instead global warming evidence point ice age like coldest winter huntington beach history rain week,0.4767,positive
im scientist seems global warming natural cycle earth like education technology around long enough time record earth climate change since birth,0.6808,positive
enough climate change nonsense emperor naked,-0.4019,negative
climate change happen many time earth history whether want matter nothing going reverse arrogant event assume aby influence future whole green madness described great financial rippoff transfer pir handful clever rich,0.8963,positive
watch file video inventor renewable energy even possibly zeropoint energy killed unexplained death look,-0.7351,negative
scientist agree whomever fund,0.3612,positive
literally every natural disaster today caused cc caused year ago year ago right,-0.3818,negative
man made climate change myth dont watch,0.0,neutral
global warming show fact cant st pretending climate change,0.0783,positive
rising sea global warming level sinking city groundwater extraction mismanagement,0.1531,positive
lol human divert climate cant even predict,0.4215,positive
unto adam said thou hast hearkened unto voice thy wife hast eaten tree commanded thee saying thou shalt eat cursed ground thy sake sorrow shalt thou eat day thy life genesis kjv thaddeus nathaniel living fallen creation planet get worse worse mother nature judgement god,-0.836,negative
global warming bull sht,0.1531,positive
million mmillions million spended make lie working congratulation,0.5994,positive
global warming huge scam,-0.2023,negative
doomed political social technological marvel save u,0.2023,positive
oljokuhad,0.0,neutral
theyre always create issue create solution,0.6705,positive
human nothing climate natural biorythm long earth around,-0.2755,negative
b people adapt really need fear next covid mortality rate,-0.539,negative
science hope political hard work weapon climate change must suffice surrendering despair would mean going gentle good night,0.5859,positive
poor climate warming suffer warm rich man please advise,0.2023,positive
less minute ive learned need stop burning fossil fuel stop pumping additional co atmosphere shut zero emission nuclear power plant,-0.5267,negative
annoying think super rich flying around private jet dumping ton gas atmosphere,0.5423,positive
accepted come meeting sober mature conversation im way signing discussion alarmist science scenario say phaseout fossil fuel whats going achieve c sultan al jaber president cop also ceo abu dhabi national oil company mukhtar babayev president cop also former executive state oil company azerbaijian republic seems likely scenario ssp ipcc assessment may come fruition least higher end spectrum say enjoy still pity generation come,0.7096,positive
watch climate scam agenda wonder become stupid believe st century tool fingertip make educated decision,-0.7964,negative
climate change people friend flat earthers asking friend,0.7506,positive
worry child grandchild sad people still denying existence climate change little time fix truly scary,-0.8387,negative
thank,0.3612,positive
lot seen saddest thing see people become stupid believe political agenda climate emergency despite fact science prof otherwise laugh,-0.7506,negative
o imprios capitalismo matando por dinheiro,0.0,neutral
global warming maybe yes co reason sure nearly yesrs various place earth local weather modification done various method nobody talking could impact climate butterfly effect,0.6808,positive
ok people joke climate change nutshell going million year earth heat cool distance sun earth rotation heat cool closer sun heat sun get colder cant throw money cant stop lose ice age fred flintstone drove dino around much effect global warming sure might helping speed one really much throw money talk real change,0.9354,positive
stupid stop nucleair would misinform people would,-0.6808,negative
love,0.6369,positive
use methane,0.0,neutral
another climate change story addressing waste day forward football game soccer game played natural light would reduce ton carbon post game crime cant happen advertising dollar,-0.34,negative
global warming benefit homeless would frizzing isnt,0.5574,positive
bullsht normally fluctuating climate sun activity likely responsible climate change human,0.3182,positive
talking wef climate scam yeah save breath world need saving form corporate greed get rich globalist one destroying world dont forget scam apply private jet exiting ice age happening perfectly normal perfectly normal climate change,0.656,positive
global warmingthe time year recorded history people power gave dam rest u born stupid became one,-0.5267,negative
im cold asf wheres global warming,0.1531,positive
china india stop producing u need stop consumerism need look need exist give grandchild chance,-0.34,negative
bullshit called weather,-0.5859,negative
look back history cyclic ice age year closing nothing prevent,-0.0191,neutral
said un rich elite thinking know best,0.8316,positive
presently volcano erupting one time time history one put emission car planet stop think,-0.296,negative
thing,0.0,neutral
lol meanwhile meteorologist cant even predict weather tomorrow yall cult,0.4215,positive
love old doci think dic take,0.6369,positive
notice switch climate change global warming depdending propaganda angle need push answer climate ever change,-0.1027,negative
climate fine infinite profit economy damage forget trying fix environment wont fix underlying cause one example estimated plastic world ocean fish,-0.1027,negative
public world government dont anything large scalei know human perfect death certain though want change cantwe hurt earth bear consequence,-0.296,negative
heard narrator saying arear instead area want confirmation educational purpose,0.0772,positive
one care global warming look war world war causing global warming anything eles,-0.5267,negative
crap movie like supported elite organization put fear ignorant people believe government willing sacrifice freedom livelihood control elite time start following real science instead political science little change happening century affected anything human climate change control tax,0.3182,positive
world climate changing ever since earth formed little impact fact think crazy date calculating global warming coz actually getting colder right,-0.2023,negative
fake news,-0.4767,negative
money moneymoney money money rich man world first let u talk u peoplethe common folklets face fact lazywe pawnswe slavesand quite obviosly stupidwe allow ourself ledmanipulated duped believing live certain waywith mod con tech carshouses go work order servive really actully livingwe nothing sheepfollowing shepard trouble lamb bieng led slaughterso know yes live houseonly forced tono dont driveno dont phonei compost food waste recycle canreuse burn resti would zero bad put allowed live want hunter gatherer gene strong nature constantly calling anyway back usso u following shepard death take sum blame mining oil gas gold silver mineral deforestation ect ect way food mass produced farmed ect lazy ignornantyes money dont buy wont sellso thats basicall part alltake water example thiink turn tapits simple showerbathwash dishesfill sink dishwasherwashing machinetoilet water plantswash car go ever stop think happens water stop fucked bet even panic got phone coverage signal internet go opinion never changed since youngthr way forward going backliving nature along side natureotherwise miningdeforestationand stuff continuestart growing foodcollecting rain water certain job ect ect least start trying sumthingchange waysthink befor buythink actually genuinly need order livei tell damn loti dread think kind future kid big buisness govermeant bank power never given shit never truely money mean fuck really wanted could sort issue tomorrow thet truely cared course thet wont stuck money rutthey worry economy worry lining pocket put price tag everything way go oh could go whats point problem clear day blatently obviose havnt clue,-0.9585,negative
problem another way tax steel money leaving ice age year world ice free,0.1531,positive
somewhat biased presentationworld war iii far pressing problem facing u imobut full interesting stuff idea lake chad disappearing reminiscent lake mead great salt lake u far worse,-0.5336,negative
rich causing climate change chemtrails changing jet stream kill u theyll stop weather go back normal except theyll planet everyone climate change huge hoax,-0.4767,negative
funny global warming millionaire billionaire keep buying house sea shore climate change back called season spring summer fall winter called climate change want fresh water frozen cold place tell world stop building dam hoarding rain water global warming hoax,0.5267,positive
remarkable video,0.5574,positive
come time people die others livehumans destroying house name progression greedy specimen question couldnt answer life replace world another new one better worse bcc,-0.875,negative
related human activity precessional change solar cycle soon polar shift oh,0.0,neutral
aaaahh global warming thats america covered snow usual warmer,0.4215,positive
nikita zimov father run pleistocene park russia trying bring back wildlife help stop degradation permafrost pocket there really good movie available vice highly recommend amount resiliance perserverance insane,0.0992,positive
dont disturb snow climbing,0.3089,positive
blame,-0.34,negative
youre going vote republican ticket next president need watching,0.0,neutral
look like big enemy climate change money,-0.25,negative
fake documentary,-0.4767,negative
real blood meat devill devill fat animal,0.0,neutral
anahata charkra green plant based ok,0.296,positive
tree ring show worst drought year hit va area,-0.6249,negative
regardless whether human exist natural earth temperature rise interglacial period looking diagram glacialinterglacial temperature cycle quaternary period past million year diagram change carbon dioxide concentration past year obtained bubble analysis vostok ice core please search diagram believe main cause carbon dioxide concentration milankovitch cycle albedo change regardless climate change increase decrease carbon dioxide concentration subordinate phenomenon two,0.7269,positive
misleading false nerative,-0.4019,negative
word parker solar probe honestly believe sun getting brighter,0.6808,positive
hi worry lord fix climate change called global warming look forward open line world leader bless alone,-0.128,negative
im freezing hell global warming,-0.6597,negative
people buy climate change narrative simply misguided virtue signaling fool group leftleaning individual genuinely believe take concern china india theyre rapidly constructing two new coal facility day constant virtue signaling doesnt change fact nothing actually melting two side story conveniently ignore believe feasibility batterypowered car made environmentally damaging material completely touch leftist grasp true impact pollution world face economic hardship information presented far accurate crucial research instead relying governmentfunded propaganda jeopardizes u,-0.5574,negative
climate change weapon enrich rich leave lower class unreliable energy scam,-0.3818,negative
give break,0.0,neutral
amazing documentary please save earth,0.8519,positive
glacial melting put southern florida water northern florida full sinkhole dangerous reptile elected official bail wealthy lose mansion florida expense poor tax payer wealthy dont pay tax pas tax poor,-0.772,negative
milankovitch cycleseven greenhouse gas well face miniice age solar radiation lesson politician using warming earth scar tactic push regulation get rich predicable cycle however human big impact world ending one sold everyday hot cycle hotter cold cycle tad cold change energy source battery powered car answeri would say helium harvest moon reachable right sure havent gone back already harvesting specie go extinct climate change continent drift people,0.8658,positive
thanks documentary videoreal cool invite help nature course mentality sensse avaring catastrophe worthwhile choose one way purpose live life love native nature ambracing believe rutereni iren,0.8658,positive
town called bondo nothing sticking around,0.0,neutral
wow never thought better world health food catastrophe,-0.4599,negative
anthropogenic climate changego eat meat use much energy likeyou bad person making good life familyenergy life,0.128,positive
inequality good marxist channel,0.4404,positive
awfully long drawn setting scene light data void sensible assessment potential solution,0.3182,positive
dont care climate change india china produce world pollution get current standard go pound sand,-0.3875,negative
anyone please explain hottest year record arctic sea ice extent highest well decade whole december thus far currently million sq kilometer december highest since least illogical new era global boiling according un,0.5267,positive
thank informative documentary,0.3612,positive
fake science c emission feed planet pollute,-0.7506,negative
lie climate manipulation going climate change,-0.296,negative
l chad water level change go make wonder old documentary really need original air date,0.3774,positive
also pumping efficiency changing model pump radial flow model mixed flow model impeller save time keeping power hp,0.6908,positive
promoted prodution rise enery consumption ice plant onward,0.4215,positive
improve energy efficiency pumping refrigeration air coditioning,0.7579,positive
great,0.6249,positive
fool know sense,-0.4404,negative
stop taking china work look china action keep putting coal plant every year,-0.296,negative
already beyond return climate change stopped caring leave caring rich part already,0.836,positive
propaganda make doc un controle enslave inhabitant,-0.7269,negative
amazing producer film able come lie lie film intended scare public lot catastrophic event blamed climate change single one event proven least explained scientific basis easy blame scare people lie,-0.8126,negative
dw produce amazing thought provoking documentary share child student future however depends cooperation people world future must include dw countless producer type documentary dw time contact best best collaborate knowledge provide fruitful idea solution warning mankind accomplished alone longer dw collaboration needed sooner think click view subscription like amount nothing gone dw time change rule polluting industry thoughtless corporate leader mindless politician need held account also greatest part problem bought want century self,0.93,positive
nar bit negative want go somewhere hot go death valley ha ha way back soon australia told barrier reef dead fine keep getting thing wrong,-0.891,negative
huge windturbines disastrous sertain animal specie due air pressure like bat bleed death inside near windturbines human industrial developement train earth,-0.7351,negative
people care nothing earth link earth dont think forest good nothing think destruction ecosystem positive developement,0.8122,positive
intresting,0.0,neutral
world change mileniums,0.0,neutral
comment indonesian farmer added caveat farmer would loss would interested project,0.1027,positive
extraction natural gas etc rich better poor see dont want see,0.6886,positive
many region destined sunny holiday come,0.6705,positive
actually poor country one polluting global co generated asia,-0.4767,negative
green washing alert,0.296,positive
earth history climate changed ice age period atmosphere contained far higher carbon level average temperature much higher pole tropical,0.0,neutral
developed country emission gas ozone layer highest,0.0,neutral
conserve environment current future generation,0.0,neutral
geo engineering propaganda,-0.25,negative
cant believe im saying trump would better choice many politician america crook,0.4404,positive
everyone simply part reducing climate change cause simply going vegan know year positive effect brain also support lot great idea whats ultimate argument people longer believe cargocults developing ideashavers instead example,0.836,positive
scam used tool plutocrat implement globalist marxist totalitarian world government climate change hoax,-0.836,negative
another tax working class,0.0,neutral
u fortunate enough live geologically stable location dont realize lucky good luck best hope dont,0.8876,positive
rich ignorant learn hard way sadly rich think pay way anything,0.3612,positive
add global effort mention decreasing insane consumption call u late rely others solve problem created,-0.3818,negative
swiss glacier lost volume two previous year swiss glaciologists fear could gone rate less yr losing trillion ton global ice annually enormous amount mostly human generated heat energy melting ice absorbing phase transition course ocean absorbing equal amount entire planet surface state equilibrium land surface least capacity absorb heat thus hottest hopium fronted slick video shameful acacia tree monoculture worked historically wait acacia eating pest discovers forest plenty,-0.8369,negative
wonder ride overcome peak,0.0,neutral
natural way pressurizing region reforestation provides strengthening effect rocky layer beneath harness great amount water restoration weak mountain longer adviceasable reforestation already prone mudslide forest accumulates water bloating effect clay rainy season unstoppable land utilization industrial agricultural technological central commerce land convertion lead global region dragged sea level creating regional increasing temperature known global warming,0.802,positive
molecular water conveyance polar region well ocean known evapotranspiration grows massively together global warming cause devastating flood occurrence across global region decreasing forested area,-0.3818,negative
whats stiuation snowy winter middle fall whats happening narrative crumbling disgusting,-0.5267,negative
african people aware family planning method problem would settled,-0.4019,negative
climate changing thers maybe twice much rain think missed snow set therd blizzrads mite start set next year continues,-0.296,negative
real must onion report yes,0.4019,positive
america warm florida would able grow food year long much life tropical jungle compared frozen jungle,0.2263,positive
america warm florida would able grow food year long much life tropical jungle compared frozen jungle dinosaur didnt snow finding dinosaur fossil coldest place earth without climate change wouldnt rain cloud happy live global warming instead global cooling,-0.1275,negative
climate changed time thee ice age none caused man co co higher ice age without co would air breath food eat clothes wear dw news stop lie propaganda people really waking people like fearmongering propaganda year proved incorrect,-0.3477,negative
suspicious observer,-0.3612,negative
excited really like creative idea made enjoyable watch keep watching hope continue great idea forever,0.9536,positive
wonderful work thousand year permafrost reveals fossil past philippine terrible worksour politician spend million day holiday season,0.5106,positive
asking people today sacrifice people future lost cause,-0.3182,negative
horror movie,-0.5719,negative
inmigrar alemania e la solucin alemania e el paraso para los pueblo del mundo,0.0,neutral
want overt catastrophe stop repeating check book science listen real scientist say going ice age either way none man made thats obvious thinking man like climate b created maurice strong tool control global population talk reducing carbon talking getting rid u dont think geoff basos obama going forced tiny home minute city,-0.3612,negative
yep scotland really warming colder degree year oh dear expert wrong feel like covid,0.624,positive
chna declared wiling go climate neutral china far largest emitter c growing rapidly word mean action fact dw doesnt call complete hypocrisy,0.1779,positive
call bsevery climate crisis forecast last year proved abject failure,-0.8126,negative
wonder shaman shrill annoying global cooling crisis wonder blamed god,-0.8316,negative
ever put lump ice water get glassbucketbathft container fill half way water put relevant sized lump ice mark level wait ice melt look level ice melted hmmmmm,0.0,neutral
heavy bias dw search another allowed post link courtesy yt censorship video yt entitled data show there climate catastrophe looming climatologist dr j christy debunks narrative dr john christy distinguished professor atmospheric science director earth system science center university alabama received nasa medal exceptional scientific achievement special award american meteorological society groundbreaking work monitoring earth global temperature climate he one sure another interview there emergency dissident climatologist dr judith curry climate change dr judith curry professor emeritus former chair school earth atmospheric science georgia institute technology nd yet another interview dr richard lindzen expose climate change politicised power play motivated malice profit dr lindzen pioneering atmospheric physicist held gordon mckay chair professor dynamic meteorology harvard university emeritus professor meteorology mit,0.9393,positive
global warming pose dire threat planet rising temperature impacting ecosystem weather pattern seriousness climate change overstated lead melting ice cap rising sea level extreme weather event,-0.7184,negative
global warming pose dire threat planet rising temperature impacting ecosystem weather pattern,-0.7003,negative
usual video lived expectation dw genre extremely informative stimulating right individual level government level,0.4902,positive
yes fact,0.4019,positive
grow tree,0.0,neutral
voltaire make believe absurdity make commit atrocity absurdity climate change bad atrocity net zero policy destroy human endeavour atrocity decarbonise depopulate cult demand decarbonisation one question ask co good bad fact climate cult never tell co plant food trace gas life barely exists atmosphere without every carbon based life form exist without co plant food dead planet plant die ppmv ppmv plant barely surviving ppmv plant surviving far happy today ppmv greening planet creating enough biomass feed billion people every animal ppmv planet becomes abundant would garden eden planet warmed gently little ice age starting around ya co also started rise time ocean slowly warmed commenced gassing co naturally every carbon based life form benefitted warmth extra plant food co know called history human always thrived warm period minoan roman medieval warm period modern warm period one day soon reverse done billion year life start die rapidly cold period little ice age hundred million people animal died time hypothermia biomass reduction crop failure starvation disease cold related medical condition year death devastation strong lucky survived fear cold worship warmth ask greenhouse farmer pump co warm greenhouse plant love thrive co level ppmv much farmer could afford scenario co increase cause trouble natural warming caused sun several natural cycle control co level co never controlled temperature minor green house gas ghg water major ghg far reason climate cult demonised co would laugh demonised ho scenario trouble c decrease stupidity man made carbon capture requires huge amount energy also absurdity like co gas life good bad climate activist suggest historically low level co steadily decreased ppmv million year ago complex life burst existence cambrian explosion reason complex life appeared abundance co atmosphere planet catch fire doomsday cult would believe co minor ghg slowly increase climate warms natural process always million time co contribution minor overall net benefit planet seeing satellite image clearly show greening planet climate crisis science crisis fake climate scientist pander incompetent governmentunwef paymaster reward fake data misinformation co climate change bad know scam truth need look character iq people pushing lie aoc biden obama harris gore greta unwefcorrupt politician government fake scientist making lot money peddling snake oil misinformation common factor scammer embrace socialism control population,-0.7956,negative
much emission tourism create,0.2732,positive
already late better stop kid future anymore,0.1779,positive
followed happening world climate example one day volcano woke lot earthquake happening normal listened emergency appeal scientist egon cholakyan humanity planet verge selfdestruction first appeal three authority shamefully silent appeal must shout everywhere,-0.6369,negative
documetary much b stop climate change co driver humanity nothing yes planet warming supposed still coming last ice age currently co ppm really low bad plant,-0.8771,negative
next menu human habitat loss managed retreat thats even possible anymore planetary hospice irreversible abrupt climate change already,-0.3182,negative
nikita zimov probobly mobilisation vawe,0.0,neutral
isnt going climate catastrophe due ppm one natural trace compound may life specie,0.7198,positive
like global warming hate cold reply,-0.1531,negative
ha thought title climate change advertising catastrophe several minute thought parody checked title im sure intended parody wake scam long since revealed,-0.6597,negative
human destructive capitalism need fuck anyone supporting worse nazi,-0.8271,negative
microwave radiation,0.0,neutral
make global warming sound lot worse actually quick simple search google find earth temperature gone last year lol,0.0772,positive
give help really want continue living happy child see many people saying longer possible reverse climate change future chaotic anyone argues still possible reverse climate change denialist true dont deny global warming exists know real believe still reversed ive seen certain prediction scientist got wrong new york would submerged amazon would desert would snow etc im afraid current coastal city longer exist submerged lack food longer cold snow habitable life equatorialtropical zone etc ive seen news hole ozone layer shrunk ive seen news saying ozone layer doesnt help reduce effect climate change ive seen old news said climate change caused hole ozone layer many people talk mitigating climate change preparingadapting longer reversed dont want soften really want reverse believe still reversed sure climate change reversed also saw girl bangladesh saying combat climate change decolonize system ie hating u europe combat climate change think unnecessary plant tree save water see government people politician country scientist collaborating environment helping combat climate change still see people saying point wasting time planting tree replacing car fossil fuel electric car climate change irreversible please help im nervous one answer help locked door padlock,0.7328,positive
percent electric car still road percent made home,0.0,neutral
climate alarmism,-0.0772,negative
thanks much documentary dont human being practice afforestation original land instead time consuming research invention,0.6369,positive
kicking biden whitehouse help u survive period insane policy destroying climate economy,-0.5574,negative
looking chart obvious automobile problem,-0.4019,negative
hi concept posting online recently global carbon tax polluter pay united nation global carbon fund ungcf distribute fund billion yearly country territory throughout globe leaving billion un administer regulate scenario allowing u truly fight climate change gt co per tn trillion per year take cop demand action year need global carbon tax need time talk bla bla bla planet tipping point cant wait time stand make legend vote one please pas bill worldwide carbon tax carbon tariff apply greenhouse gas polluter eg barrel oil eg tn coal eg kg meat eg tn cement produced eg tn steel produced eg tn coal produced etc etc etc carbon tax worldwide paid central carbon fund ungcf administered regulated united nation global carbon fund ungcf fund total sale greenhouse gas emitteing polluter pay mess creating yearly fund trillion dollar gt per tn trillion per year billion per year country territory chance reaching net zero target fifty billion ungcf fund un global humanitarian project shaw agree deserve fund great job better perform portant task planet occupant trillion per year year thats trillion dollar repair climate change less global yearly gross gdp build create utility infrastructure hundred yearsi cant make simpler please global ambassador help people country utilize fund build infrastructure required clean green future carbon capture storage facility organic carbon sink research development co reduction technology atmospheric reduction strategy ocean reduction strategy polluter must pay free ride must end everyone receive global problem requires global solution working together one absolutely,0.9543,positive
president trump make america oil independent,0.0,neutral
global warming rubbish want change climate run computer tech effectively control u tech thats theur agenda,0.5859,positive
gkobal cooling wiuld acurate,0.0,neutral
aint rocket surgery fit air tank cathode carbon array cathode excites molecule chamber giving better chance coming contact carbon array becoming trapped high vac achieved vacuum semiconductor industryone molecule time declare doa cost complication cathode carbon array know essentially cathode light bulb purpose heat carbon array bucket charcoal industry give fancy name thing make people use sound smart enough charge item sold contaminated charcoalput ice could put water left freezing environment like higher elevation permafrost melting permafrost releasing greenhouse gas stable permafrost contain ice sheet melting releasing greenhouse gas trapping greenhouse gas ice contain many idea caught co separation co isnt greenhouse gas there harm lumping atmospheric gas process easy use language overwhelm potential pigeon fancy word juice he got like cathode carbon array people dobut thats happens trust business come climate solutionthey profit much possible even die pursuit im business dont want money credibility anyone relatively cheap stop business caused climate change holding climate solution ransom,0.8388,positive
im getting tired hearing fossil fuel fossil fuel got ta quit driving yeah bet bomb fire dont effect climate,-0.743,negative
two occasion earth frozen thawed warming human inhabited earth theorized numerous scientist given evidence hand known snowball earth climate change real thing happening millennium able mitigate human activity effect planet earth still going go natural climate progression fact documentary completely avoids aspect human play role speeding increased temperature yes starting industrial revolution looking end spectrum earth frozen temp high neither one sustain life know question stop earth warming understand hard comprehend global warming happening happen matter slow little maybe thing hope point super volcano erupting making earth ice combat global warming earth human ever involved come,0.9427,positive
stop climate change madness adaptation always made life continue,-0.6249,negative
u china held responsible since top contributor co emmision,0.4767,positive
lost space misleading,-0.6124,negative
hi event climate change called naturally occurring weather event going lot longer year mountain climber talk often short term prediction weather turn wrong,-0.4767,negative
comment old video cause im bored anyways impossible stop even try humanity flop ever since like forever,-0.4939,negative
