cleaned_comment,sentiment_score,sentiment
make money disease cure doubt used good sorry,0.0258,neutral
oh god gracious best video crispr thank love india,0.9485,positive
let write c code,0.0,neutral
oh know named tracer crispr created covid,0.25,positive
crispr cut ancestry,-0.2732,negative
explained well thanks,0.6124,positive
thank much clarifying,0.3612,positive
cant use identify neutralize dna disease example know genome disease invaded cell person program ca go look identify offending dna rna neutralize cutting placing nulling piece dna rna current c condition solution like seems like great weaponit seek offending viral dnarna render inert,0.5106,positive
thank informative usefull,0.3612,positive
video really helpful learned lot thing video thank,0.6801,positive
thank much write academic research easily,0.5994,positive
awesome,0.6249,positive
know krispr yes believe every potato chip could krispr,0.4019,positive
dont know anyone interested frankenstein technologymy experience science nutritionorganic food etc look gmofrankenfoods hasnt adequately fed world kept people healthy refer people believing frankenfools,0.1134,positive
good crispr video man really say screw gon na make,0.3008,positive
twin kid gpd syndromeis work fixed genetics disorder,-0.4019,negative
god bless,0.5994,positive
im bio major uc berkeley ive taken biology class far tried explain crispr one class taught professor doudna never fully understood mechanism watched video thank,0.3612,positive
ca reminds casper,0.0,neutral
brilliantttttttttttttttn,0.0,neutral
helpful thank u thank u,0.7783,positive
thank helped,0.3612,positive
grateful channel never explain something understand,0.4588,positive
designer babiesour twisted demented future like cloning crispr banned got ta say sooooo glad chose never child absolute hell created beautiful earth break heart,0.9014,positive
best description crispr seen,0.6369,positive
science people die,-0.5994,negative
people screwing world,-0.2263,negative
diagram love thank much,0.7717,positive
amazing understand arrowhead pharmaceutical trying,0.5859,positive
put sequence dna guided rna,0.0,neutral
nice jaw bone,0.4215,positive
genetics professor point video great explanation crispr boy right strike great balance simple advanced,0.8658,positive
simple understand complexity thank,0.3612,positive
use fight coronavirus inserting copy messenger mrna similar vascular monocyte similar virus package lysosome monocyte messenger mrna installing two stopped codon end messenger mrna virus enters cell rna virus match messenger rna waiting mrna binding messenger mrna considered safe protein rna molecule duplicated chaperone nuclear tide tied together forming new inactivate dna strand able used within cell,-0.1531,negative
think probabily omit feng zheng chinese biochest also dicovered,0.0,neutral
street vendor highlander say lt moran baffled mean thats great video science still absolutely mental,0.6249,positive
close perfect thanks,0.765,positive
possible build human organ,0.0,neutral
thank terrific video depth video much weed great video really helped understanding read scientific paper,0.8658,positive
awesome video definitely helped understand concept,0.7783,positive
wow thx much,0.743,positive
away molecular biology several decade retirement adjuncting local college quite helpful understanding major advance mechanism treatment genetic based disease many thanks,0.7178,positive
crisprcas action programability discovered prof siksnys doudna charpentier church charpentier improved making chimera church applied human cell,0.4767,positive
thanks video helpful,0.6908,positive
excellent excellent excellent wish professor could mentor robert sarhan md,0.93,positive
intelligent youtube comment section ive ever seen,0.4588,positive
nobelprize,0.0,neutral
wonderful explanation sirclear precisei also started new channel biochemistry molecular biology would like support feedback channel u livebiochemistry,0.836,positive
second scenario crispr didnt spacer rna required ca protein broke viral dna made copy future infection ca protein able use space rna st case scenario required space,-0.4215,negative
nice informational video thanks,0.6908,positive
thank much participated several talk first time understand eventually thanks,0.6597,positive
use fight corona virus,-0.3818,negative
wow big respect explained easy understand compared video topic,0.8689,positive
dont get crispr fixed existing cell dna said done fix new cell contain original dna problem one continue get crispr injection handle new cell generation original dna problem problem get fixed going forward,-0.5423,negative
life saver test le hour,0.0,neutral
time said future could engineer new embryo u government doctor engineering embryo since kept classified,0.0,neutral
excellent thank world changing stuff,0.7351,positive
smart,0.4019,positive
best explanation crisprcas internet like said others either simple complex researching write essay month thankyou,0.7717,positive
first identified en ecoli arqueas archaea living salt flat santa pola alicante spain great discovery francis mojica,0.6249,positive
ok good basic elaborate didnt discus anything vivo targeted delivery system pam sequence cleavage ie ngg spcas tttn cpf etc etc,0.6249,positive
thank thank thank,0.7579,positive
crispr used increased girth,0.2732,positive
great,0.6249,positive
bacteria need crispr cut dna phage first place,-0.2732,negative
newest coment,0.0,neutral
nicethank,0.0,neutral
incredibly helpful,0.4754,positive
really appreciated clear concise explanation thank,0.839,positive
ive always wanted shoehorn hand,0.4939,positive
wish could thank man personally helped minute presentation essay go along thank,0.7717,positive
thx lot paul amazing teacher,0.743,positive
nicely explained love india,0.7964,positive
hey thank much video honestly helpful,0.8074,positive
edit brought lol,0.4215,positive
awesome description,0.6249,positive
think discovered earlier since discovered ecoli fight phage also system present body,-0.3818,negative
hello u didnt talk pam region fined transform insert dna cell,0.0,neutral
best explanation video wordy complex thank breaking,0.7717,positive
love u save homework dude thanks million,0.8834,positive
reibanme zerobanme nurubanme,0.0,neutral
cool explanation getting lost middle video ca gene ca protein watch video come back,0.0,neutral
dna inserted called recombinant dna,0.0,neutral
id love study indepth believe truly meaningful opposite studying law marketing accounting etc anyone give piece advice start college currently sophomore business administration,0.8555,positive
crispr bacterial immune system affective using bacteriophage therapy shown effectively treat kill bacteria,0.2732,positive
never odd even,0.2411,positive
really good explanation,0.4927,positive
thank explained something prof took hour minute simpler straightforward streamlined way,0.3612,positive
could procedure help people urticaria vasculitis,0.4019,positive
helpful thank u,0.6486,positive
long story body,0.0,neutral
gracias men,0.0,neutral
beginning end,0.0,neutral
mean new bacteria try hijack immune system becomes stronger,0.5859,positive
best video crispr saw,0.6369,positive
helpful interesting thank much,0.7906,positive
easy way communicate difficult topic great,0.6705,positive
evil inside,-0.6597,negative
dude thank video seriously vague,0.1027,positive
ive interested research couldnt quite get intuitive feel quite yetyou explained great keep coming learning lot video never left comment,0.7943,positive
quite helpful thank sharing,0.8375,positive
ur supreme man,0.5574,positive
greate thank,0.3612,positive
saved exam thank greeting ecuador,0.7845,positive
urgent answer required host dna person dna parent mean dna kid born b host dna c inserted yes might implication c biological father,0.5423,positive
still searched many video understand well guru mechanism finally got bozeman word mine enough compliment thank u work spread science,0.7717,positive
helpful thank thank thank,0.8519,positive
hey paul gave fantastic explanation,0.5574,positive
detects invader dna,0.0,neutral
video amazing thank,0.743,positive
todo muy lindo si pero donde esta el articulo de donde sacaste esa informacion,0.0,neutral
god coming back good luck explaining trying,0.7906,positive
year old student taiwan watched video crispr video best understand simple thank,0.7717,positive
best video crispr thankyou much,0.6369,positive
te amo nunca nadie lo explic tan perfecto,0.3182,positive
follow question third part supply new dna system work think challenging part finding segment cutting since know little dna puzzle think new dna make way get inserted exact place,0.0258,neutral
name jeremiah ny cured hiv virus used natural herbal medicine time injection drug waste time waste money cured month ago suffered hiv virus year help doctor mohammed herbal medicine cured within week taking herbal medicine sent dhl courier delivery service doctor confirmation hiv result absolutely negative taking herbal medicine doctor also cured aunty herpes virus soon heard herpes quickly refer doctor mohammed cured taking herbal medicine referred person doctor cured various illness taken herb spent much money drugsinjectionssurgeries etc yet good result show contact doctor mohammed herbal doctor majorly virus disease assured complete cure take herbal medicine doctor mohammed herbal medicine cure hiv herpes diabetic asthma hepatitis hbp std cancer chronic hpv etc contact herbalcuregmailcom whatsappcall,-0.8759,negative
amazing please never stop owe entire science degree,0.7899,positive
brilliant beautifully made video,0.8176,positive
im pretty stupid could understand lol,0.3818,positive
man youre awesome,0.6249,positive
awesome explanation here gene editing experiment look like lab,0.765,positive
youre bos,0.0,neutral
beautiful video crispr ever watchedthank much sir great respect india,0.9022,positive
omg wonderful video thanks,0.765,positive
awesome thanks making video,0.7906,positive
space dna one contains crispr ca,0.0,neutral
soi otaku bano,0.0,neutral
bless man,0.4215,positive
name end dna,0.0,neutral
video amazing im really grateful ive learnt lot best wish,0.9324,positive
thanks dude,0.4404,positive
thank paul super helpful,0.8481,positive
wow really interesting,0.7778,positive
question prevents ca protein bacteria breaking apart dna spacer genome bacteria essentially destroying bacteria immune system,-0.2732,negative
difficult complicated issue dont understand,-0.3612,negative
surprised technology wondering could help cure viral disease,0.5574,positive
super helpful clear,0.8519,positive
thank saved assignment forgot add deletion insertion part dna cut thanks,0.7269,positive
vid planned well without cut footage amazing job explaining jeez one wonderful human,0.5487,positive
thank u searched year simple explanation,0.3612,positive
thank helpful video,0.6486,positive
yes,0.4019,positive
watching video since gcse biology im studying final university exam biomedical science youre still helping probably still watching phd thanks much,0.6249,positive
dad left lol,0.4215,positive
nice work great helpful,0.8658,positive
great teaching,0.6249,positive
ehh meh,-0.0772,negative
many class ca protein bacteria known bacteria like vibrio specie associated ca main point,0.3612,positive
perfect video scanning web ap bio test biotechnology test helped lot thanks,0.765,positive
man extraordinarily easy follow hat sir video saved butt countless time thank,0.802,positive
great video helped understand crispr much better,0.7906,positive
pam sequence,0.0,neutral
unnatural disgusting people sicken,-0.743,negative
helpful thank much,0.6486,positive
question video ca protein interact green crispr gene transcribed crrna kill green gene inserted bacteriophage ca protein need interact green crispr gene eliminate foreign green gene chance ca protein recognize without help green crispr gene know please give explanation part,-0.5659,negative
simply explained easy understandthank u much,0.4404,positive
thank breaking,0.3612,positive
amazing video thanks,0.7717,positive
appreciate thank,0.6369,positive
quiet helpful,0.4215,positive
liked video good explanation cutting dna nothing insertion done though,0.6369,positive
didnt much puzzle didnt really care lol focus ishino et al paper fact sequenced e coli genome palindrome mentioned highlighted paper spacers like sentence two dedicated paper get anyone nobel bolotins made connection crispr immune system protect bacteria phage anyones guess,0.639,positive
im still little confused ca cut dna cutting strand half cutting part strand,-0.5918,negative
ascolta anchelectures jankui rischia il patibolo per il crispr,0.0,neutral
scientifically accurate yet simple explanation explosive technique well done,0.2732,positive
method insert certain dna host cell dna,0.2732,positive
hi paul video fantastic many thanks sharing knowledge world greeting chile,0.8979,positive
thank amazing video,0.743,positive
really helpful thank much,0.707,positive
helped lot thank,0.3612,positive
crrna come form spacerdnaso viral dna tracrrna come form palindromic repeat,0.0,neutral
wait cant create bacteria cut dna except zombie apocalypse,0.0,neutral
helped lot video thanks lot making great job,0.7906,positive
fuck offf stop chasing smart as,-0.4588,negative
nice lecture sir,0.4215,positive
wowtrue abominationi legend,0.0,neutral
one question loaded ca protein find cut crispr gene sequence loaded crrna,-0.2732,negative
cut palindromic sequence,-0.2732,negative
thank great video one explained better wondering technology used introduce opsin mammalian cell general limit size gene insert,0.8591,positive
relationship crisprcas system restriction enzyme would bacterium one one primitivederived,-0.2732,negative
helped lot trying understand concept crisp quite time video really helped thank much,0.4173,positive
near end video would nice explains cystic fibrosis gene fixed step step would summarizes video also put step step explanation visual story bad,-0.1779,negative
searching crisprcas video educate curiosity disappointed either simple complex video excellent balance two general population include hope people learn video know make scientific discovery educational yet understandable general public science get big boost people understand,0.7351,positive
incredible thank,0.3612,positive
best biology teacher except self studying qwq,0.6369,positive
future come,0.0,neutral
first thing find searching crisprcas,0.0,neutral
cant find great crispr video either complex easy well sorry dude arent really helping,-0.1776,negative
im already tracr,0.0,neutral
informative helpful video ive found yet,0.4215,positive
amazing thank helped lotttt,0.743,positive
awsm sir awsm explanation sir buut help editing new embryo,0.4019,positive
thanks video really explained well,0.6461,positive
thank youuuuuuuuu really helpful,0.6801,positive
video tremendously helpful thank work,0.707,positive
wan na tracrrna,0.0,neutral
thank amazing,0.743,positive
unintended effect result random insertion dna sequence plant genome may cause disruption silencing existing gene activation silent gene modification expression existing gene unintended effect may also result formation new changed pattern metabolite example expression enzyme high level may give rise secondary biochemical effect change regulation metabolic pathway andor altered level metabolite yup accurate fowling gun probably effective,-0.3182,negative
nice find purely technical video nothing else thanks,0.1012,positive
im already tracrrna,0.0,neutral
amazing thank dearly video best explanation system seen far,0.9231,positive
wonderfully done use video freshman class,0.5994,positive
another complex boring video,-0.3182,negative
video saved much time thanks,0.6908,positive
wowjust wow,0.5859,positive
great video thank much explaining crispr ca simply,0.765,positive
two year later still talking method classroom seems like hasnt advanced anywhere passed academia classroom,0.1926,positive
excelent video,0.0,neutral
used watch high school im listening grad school would thought great stuff,0.6249,positive
excellent explanation always thank,0.7351,positive
excelent explanation,0.0,neutral
wonderful world test crispr,0.5719,positive
thank much right length complexity wikipedia entry local news story trying explain crispr needed,0.3612,positive
helped soooo much thank youuuuu,0.3612,positive
exactly popular science thank,0.6486,positive
damn bro nailed shit keep hard work hustle greeting spain,-0.6249,negative
thanks nice video totally understandable,0.6908,positive
damn shit fucked yo casually existing found wack thing hiding e coli stop playing hard get show u bitch,-0.9501,negative
jennifer doudnas name actually dis u dna,0.0,neutral
awesome video fix dna someone cystic fibrosis though would actually get crispr ca system cell affected fix dna cell,0.5423,positive
whats significance tracrrna ca complex,0.2732,positive
cure cancer aid one hand eugenics hmmmmm,-0.296,negative
whats point including repeat crispr since nothing,0.0,neutral
loved thank much,0.7506,positive
please teach medical school beg,0.3182,positive
gon na pretend understood completely understood one thing something comprehensible layman,-0.1027,negative
something dont get modify dna person cell good trillion cell,0.4404,positive
work human gene knock gene cause genetic disease one use case,0.0,neutral
show bozeman video time student great job explaining thing way anyone understand going share biochem class malaria sickle cell anemia discussion since looking mosquito hopefully get rid malaria,0.8402,positive
brain smell like burning,0.3612,positive
simple clear,0.3818,positive
hey thanks im undergraduate student neuroscience lab im trying complete knockout project involving crispr semester super helpful need go,0.8625,positive
awsome thanks,0.4404,positive
would help hiv patient,0.4019,positive
somehow think could causing cancer ca detecting wrong dna dont know fix,-0.8176,negative
truth crispr,0.3182,positive
clear explanation thanks,0.6705,positive
best,0.6369,positive
never realised point bacteria earth,0.0,neutral
amazing thnx lot,0.5859,positive
searching crispy fried fish recipe pretty cool,0.6705,positive
well think wait understand full ramge,0.2732,positive
read article crispr,0.0,neutral
didnt get maybe im stupid,-0.5267,negative
great video found helpful check video watched particular one cheer,0.8807,positive
great explanation,0.6249,positive
first thing first enlarge peenus,0.0,neutral
anyone possess crispr system,0.0,neutral
clearly explained,0.4019,positive
really helpfull made really understandable,0.0,neutral
damn perfect,0.25,positive
also iga key factor beginning stage life way collect water break also filled bacteria stem cell havent even discovered yetthat resist kind infection fungus bad bacteria,-0.0258,neutral
inefficient fail start messing genome thing break micro level lead symptom macro level biologythey tried year ago failed way evolve enhance immune system eventually become virulent destroy virus fungus infection bacteria even parasitescolostrum thing nature thats people immune even aid immunoglobulin havent discovered yet,-0.891,negative
didnt quite get protein engineered insert proper gene cutting make sense clear ca system used insert new gene,0.2732,positive
amazingly simple,0.0,neutral
bro thanks much holy life saver,0.4404,positive
thank u,0.3612,positive
thank much struggling minute everything clear im subscribing channel,0.3182,positive
say dna want cut dna come bacterial gene created gene also want cut insert gene system part consider host dna im confused term host using still talking bacteria host mean human host whose gene inserted manipulation please let know thank,-0.0772,negative
great video heard abt crisprcas system didnt understand detail work made figure lot thanks,0.7906,positive
make mutant machine lol,0.4215,positive
best video think ive seen since knew thing thank paul anderson sir,0.7717,positive
hey project optogenetics needed add explanation crispr ca video best explanation found yet thanks alot,0.7964,positive
wow mind blownthank explaining perfectlyi need bad hope live see itits world,0.4939,positive
bless science video youtube make complicated topic simplified honestly grateful living era highlydeveloped technology serf helpful learning resource,0.891,positive
amazing thank,0.743,positive
bad lead evil thing come people playing god good idea,-0.4767,negative
woah woah woah way technical bro r u speaking chinese,0.0,neutral
helpful thanks,0.6908,positive
great thanks better nd year genetics prof could ever,0.872,positive
loved video best one far comprehensible technical,0.8442,positive
best explanation crispr system thanks lot,0.7964,positive
thank much helped lot,0.3612,positive
clear awesome video thanks much,0.8625,positive
informative inspiring video graphicsanimation help lot may ask software use make graphicsanimation thank,0.7906,positive
even year youre hero,0.5574,positive
nice vid helpful,0.6808,positive
video great informative,0.6249,positive
awesome explained technique min couldnt understand day thank u much channel subscribed,0.457,positive
excellent video thank subscribed,0.7351,positive
thats great clear help lot,0.8555,positive
great vid man,0.6249,positive
great video accomplished described beginning succinct informative video crispr ca system thanks video,0.872,positive
awesome loved way u explained,0.8402,positive
really helpful thank,0.707,positive
amazing description please make,0.7269,positive
ive heard use crispr change dna green eye instead brown,0.0,neutral
colour dna doublehelix image dont fit actual base code,-0.2755,negative
usual teaching excellent undergraduate graduate course molecular biology always give understanding formal course simply dont thank effort definitely help,0.4646,positive
video essentially condensed version doudnas ibiology videojust go watch one,0.0,neutral
hella good explanation really appreciate effort explaining crispr,0.734,positive
kya baat hae,0.0,neutral
thank making crispr clear understood,0.6249,positive
male pattern baldness cured way,0.0,neutral
great video simplifying away right amount detail revealed working mechanism crispr interested thanks good job,0.9118,positive
super helpful finally understood crispr thank youuuu,0.8481,positive
best video crispr ive seen far im presention january casposons ancestor acquired immunity mechanism called crisprcas finally understood meaning behind crisprcas action finally compare two thing big thanks happy new year,0.8957,positive
wow thank master exam two week helped understanding lot,0.743,positive
omg studying medicine biochemistry test afternoon helped much thanks,0.4404,positive
help protospaceradjacentmotif pam genomic dna,0.4019,positive
exactly needed thank much,0.3612,positive
im currently reading original paper published doudna im trouble understanding role rnase iii converting precrrna crrna video go detail,-0.1027,negative
love mr andersen thank,0.7717,positive
thank helpful video ive found within past week,0.6486,positive
wow youre amazingly clear helpful thanks lot,0.9175,positive
awesom,0.0,neutral
looking thank,0.3612,positive
wow highly impressed simple made system seem thank glad made video,0.9134,positive
one best explanation awesome,0.8519,positive
thank much much helpful building understanding crispr,0.6486,positive
best explanation crispr thats far,0.6369,positive
completely irrelevant anyone told look like armin van buuren lol,0.6486,positive
dont virus inject rna dna,0.0,neutral
love love teaching,0.8555,positive
excellent layman explanation,0.5719,positive
thank much saved,0.6486,positive
thank really searching subject watched lot video one best finally understand thank much jordan,0.8481,positive
first video could really help understand without many strange name crispr ca system,0.5551,positive
new spacer appears insert end line reality doesnt get inserted beginning st repeat sequence,0.0,neutral
thank paul,0.3612,positive
interesante,0.0,neutral
perfect explanation helpful thank sir,0.8402,positive
diagram wrong previously unidentified sequence inserted proximal leader sequence,-0.4767,negative
thanks nice explanation,0.6908,positive
hey pretty good maybe short explanation insertion new gene mechanism involves besides heard power system high effectivity specific insertion right,0.7269,positive
would use living person draw blood alter dna inject back bloodstream,0.0,neutral
heyyy used watch channel ap bio high school year ago senior year college youre still helping thanks good explanation four year,0.7906,positive
still hard understand,-0.1027,negative
fantastic helpful thank,0.836,positive
really cleared doubt bacteria recognizes advanced bacteroiphages every new infection spacer dna work wonder,-0.022,neutral
ca look like jabba,0.3612,positive
thank elegant explanation sir,0.6808,positive
exceptional,0.0,neutral
bozeman video always helpful thank,0.6486,positive
excellent video like claim perfect level complexity one thing mean host dna host rna,0.872,positive
thank video,0.3612,positive
well done love animation,0.743,positive
best explanation anywhere went visited lecturer twice asking explain couldnt hand best channel ever,0.7765,positive
fcking amazing,0.5859,positive
amazingly helpful,0.4754,positive
explained easy hey dont need translator korean,0.4404,positive
really awesome video thank much one many many video really explained well,0.8603,positive
im quest make penis glow dark think crispr system leading right track thanks,0.4404,positive
video faint hearted novice know nothing dnarna people fairly understand dnarna work wish could slowly little detailed frankly even though familiar crispr didnt enjoy fast paced video,0.0186,neutral
work fetus opposed older entity,0.0,neutral
happens crispr cut wrong dna go rogue,-0.6369,negative
crispr ca bring gene,0.0,neutral
technology used utilize crispr,0.0,neutral
also could help lengthen end chromosome stop cell breakdown essentially make u never age,0.128,positive
could explain bacteria select interspace dna overlap genome,0.0,neutral
forgot spanish microbiologist francisco mojica known father crisprcas also deserves nobel prize great video,0.8126,positive
would thumb excellent accurate breakdown something honestly vastly misrepresented pop medium reporting,0.7717,positive
explained well understood thx,0.5574,positive
dont understand needed tracrrna crna connected system,0.0,neutral
thank explanation great genomic beginner like,0.8442,positive
drawer fridge veggiesthank,0.0,neutral
man legit,0.0,neutral
hey man genomics degree plant breeding last decade felt like game pedigree selectionconventional breeding method curious crisper ip battle underway prob going another decade thanks help helping know worksi thought retrotransposons future wrong fucking insane,0.4417,positive
thanks helpful,0.6908,positive
thanks im independent study class wanted focus topic needed general understanding jump really helped,0.4404,positive
best video explained crispr keep mranderson,0.6369,positive
crisprcas system affect body globally inject lot bloodstream hope every cell targeted,0.4404,positive
hearing nowtheyve using year,0.0,neutral
amazing explanation mentioned simple complex either,0.5859,positive
demonic stuff think nerve human play god wow may god help u,0.9022,positive
great explanation would great could another video expanding grna difference crrna trna piece system explanation slightly handwavey crrna overall provide nice depth information good quality explanation,0.9313,positive
absolutely helpful understand,0.4754,positive
justawesome,0.0,neutral
love guy feel like he teacher ive never met feel like ive taken class year even though ive watched handful video feel like great teacher,0.9413,positive
living being casenzyms inserted organism along guide rna,0.0,neutral
great job well explained,0.7351,positive
helped lot understand topic much thank great video balanced complexity informativaty well,0.8271,positive
ive learned thx vedio,0.3612,positive
sir excellent explanation new endonuclease process miss something sec video got lost reason rna hair pin turn could get clarification really want understand educational writeup thanks,0.6478,positive
hey paul easy understand helpful remember thank making video,0.802,positive
thank much incredible explanation crispr ca working capstone considering topic well connectome,0.5574,positive
complicated good thing didnt study molecular bio,0.4404,positive
u seen kurzgesaget,0.0,neutral
else think bullshit made take youre money human trail claim thousand plant animal trail successful call bullshit,-0.5859,negative
clear video crispr live outside cell make parasitic viral host transfer living multicelled organism prevent grna mutate,0.4019,positive
thank much video helpful,0.6486,positive
thanks explain perfet level,0.4404,positive
thank much finally properly understand exam tomorrow,0.3612,positive
thankyou paul nottingham plant scientist,0.0,neutral
absolutely love saved huge fail final exam hour,0.7674,positive
video really helpful explicitly clearly introduce fundamental core stuff crisprcas,0.7233,positive
thanks clear great explanation,0.8625,positive
made easy understand thank much,0.6597,positive
great video congratulation,0.8402,positive
excellent,0.5719,positive
uve always managed make understand everything easily quickly somehow im grateful thanks,0.8074,positive
tremendously helpful thanks much,0.7408,positive
paul knocked ball outa park outa state great presentation thank,0.765,positive
amazing ive reading article work confusing wrap head around video much help,0.6808,positive
im yr im watching dont know wether think great discovery something terrible think could great genetic modifier practice could changed weapon similar fev forced evolutionary virus fallout watched video explaining science shoodycast either way incredibly fascinating could tell friend wouldnt understand unfortunately,0.8729,positive
havent able find video tell crispr tend complex simple go make complex video crispr,0.0,neutral
yes helpful helpful please replace teacher,0.8625,positive
im undergraduate student biochemistry taking graduate biotech class honestly helpful time efficient going book note thanks ive watching video since high school bio year ago,0.8885,positive
amazing description crispr liked history behind understanding based natural defense mechanism originating bacterial cell fighting virus loved,0.9001,positive
got conversation guy told check crispr im glad watched sounded little complicated good idea thanks,0.8187,positive
thanks video useful one question role pam sequence,0.7003,positive
thank much explanation however mention pam sequence,0.3612,positive
inserting dna cutting said third part system would host rna dna inserted mistake reverse transcriptase play mentioned,-0.128,negative
sir life saviour got presentation topic need understand thisthanks one like,0.3612,positive
little confused explanation sequence palindromic werent clear thats significant genome editing,-0.5835,negative
owe entire undergraduate degree bozeman science,0.0,neutral
got start splicen u wit weird as shit tryna make super soldier,-0.1027,negative
thanks lot soooooo clear helpful,0.8074,positive
hello interested helping translate video spanish native speaker work translation facebook traducciones stephanie becker guatemala let know,0.5994,positive
thank much finally understood crispr system,0.3612,positive
brilliant job,0.5859,positive
good work,0.4404,positive
suppose g g base pair together left right gg awesome video though,0.743,positive
college professor would like thank,0.6124,positive
helpful tutorial thank,0.6486,positive
amazing would love join team perfectly explained,0.9371,positive
accurate explanation good job,0.4404,positive
hi know use kind method level whole organism huge part cell associated genetic material fixed affectfix huge number cell thx advance,0.8689,positive
bet one best explanation heard crispr ca system,0.6369,positive
looked many video crispr made difference helped understand memorable way thank,0.3612,positive
wow one best explanation,0.8402,positive
want say thank hard work say wasnt would really struggling ap bio,0.6058,positive
dont care question change dna grow claw sheer heal accelerated speed,-0.3875,negative
perfect night final,0.5719,positive
perfect explained,0.5719,positive
studying synthetic biology video nice term complex easy thank,0.802,positive
found video helpful still dont know host rna come,0.4215,positive
wow amazing make sense even layman like thank give great hope future science rock,0.9618,positive
video helpful im college learning stuff right really broke information stuff actually understand thank,0.2975,positive
amazing video thank,0.743,positive
im trying advocate similar science question get asked whether scientist actually see cell dna rna etc manipulate part understand see cell microscope found info microscope allow u kind see dnai guess problem part laypeople dont really know believe understand scientist study much less manipulate something small image symbolic theory accept idea look like picture model provided like scientist going tweezer placing little strand rna material cell similarly weve seen fertilizing egg tell people procedure finding collecting strand dna rna see im struggling even know ask question,0.7506,positive
ive watched lot video topic far helpful thanks much explain really well high school student speech,0.796,positive
create new human really feel crispr going cause global conflict society ethic edited advanced society u normal people thought,0.2023,positive
great video paul,0.6249,positive
nice explanation,0.4215,positive
saved life,0.4215,positive
good video explains crisper simple term thanks,0.7003,positive
guy amazing,0.5859,positive
mean expecting creation real xenomorphs,0.2732,positive
annnnnnnnnnnd forgot,0.0,neutral
best explanation ive seen thank,0.7717,positive
really nicely explained simple term,0.4927,positive
video perfect hard time finding video explained concept understandable manner bogged jargon excessive detail thank much,0.7003,positive
thanks amazing,0.7717,positive
fantastic explanation,0.5574,positive
could replace kkk blm sjws,0.0,neutral
understood new type phage infects bacterium casprotein cut piece viral dna become spacer used guide another type casprotein cut viral dna next time bacterium infected virus question first type casprotein sufficient defect viral dna mean first casprotein cut piece viral dna make spacer time inactivates virus mechanism creating spacers guide type casproteins necessary type casproteins cut viral dna without needing guide,-0.8689,negative
understand host rna host dna want put dna first said rna dna im confused important thinking insert host dna genome want add clarify,0.0258,neutral
youve made crisprcas really clear thank,0.688,positive
terrific explanation,0.4767,positive
question say go ahead replace faulty dna good one cell one correct gene migrate cell faulty gene,-0.1779,negative
wow good explanation crispr thankl,0.7717,positive
woman rock going solve anti aging woohoo get work another year,0.4215,positive
helpful video sirgood explanation also,0.4215,positive
great thanks,0.7906,positive
wait video great,0.6249,positive
extremely helpful information really helped find way map sip thank much,0.6801,positive
realy cant understand grna bind ca mean ca grna synthesizedwhich two separate macromoleculeswhat bind two together properly,0.0,neutral
thank best explanation ive seen,0.7717,positive
great video perfect level detail,0.8316,positive
helpful video finally understood topic thank much,0.6486,positive
thank read struggled understand keep mind week gone illustration explanation wonderful job,0.5859,positive
could crispr used make fe following change someone already adult change color eye reverse hair loss trigger growth new set teeth fix arthritis improve oxygen intake body recovering sport improve hearing improve eyesight,0.8402,positive
dude talk way fast who audience seems testosterone phage issue smart good let backtrack listen,0.6808,positive
thank much video right information needed,0.3612,positive
perfect level depth accessible enough go basic prior knowledge high school bio able understand inner working gene editing method thanks,0.765,positive
really nice well explained thanks alot,0.8111,positive
awesome video best ever seen crispr system suggestion would show clearly insert dna provided system cell fused grna provided separately,0.9001,positive
tracrrna made u mean dont find somewhere cell right create,0.2732,positive
great vid helpful right level imho thanks,0.8689,positive
youre amazing thank,0.743,positive
isnt palindromic dna impossible guanine cant bind guanine,0.0,neutral
cause alzheimers spell correctly,0.0,neutral
thanks go detail molecular part,0.4404,positive
thank much explaining easy way,0.6597,positive
found really helpful presentation thank much,0.7056,positive
sound great always hear new technique experiment going question human take real practical effective advantage,0.8481,positive
thank really struggling understand crispr class extremely helpful well explained,0.5965,positive
wow really make molecular biology simple damn click subscribe botton fast could amazing video,0.7096,positive
fantastic wanted point mistake ca insert spacer host dna added upstream ie closer ca gene downstream due polar acquisition leading sequential hierarchy otherwise great video continue fallback resource exam prep,0.743,positive
helpful finally got clear view crispr really,0.6597,positive
amazing video thank much,0.743,positive
video really really great thank much making video love sooooooooooooo much,0.9172,positive
ur awesome,0.6249,positive
thank amazing video funny watching video help ever since first undergraduate bio class im senior year taking molecular biology professor came across topic class said here great video sum everything sure enough video go show helping student helping professor clarify material keep stupendous work thanks,0.9738,positive
great job describing crispr,0.6249,positive
program use make presentation,0.0,neutral
best watched video since start bachelor science degree,0.6369,positive
great video wondered one manage introduce single oligos human cell integrated instead degradated,0.6249,positive
thank much needed help understanding biochem class,0.6369,positive
great video even scientist discovered criprcas dont explain well,0.5083,positive
saved life thank,0.6486,positive
hope helpful freaking revealing looking understandable explanation crispr saw video thanks lot subscribing channel,0.7003,positive
class ca protein recognise foreign dna break dna incorporate foreign dna crispr system,0.0,neutral
best explanation thanks share,0.8519,positive
great vid ever crispr many thanks,0.7906,positive
great video thanks explaining easy way crispr work,0.872,positive
thank u helpful,0.6486,positive
helpful thank video,0.6486,positive
wondering progamme grna,0.0,neutral
thank awesome video,0.765,positive
