cleaned_comment,sentiment_score,sentiment
spacestation interstellar communication disguised artificial star like synthetic programmable starlight generator something like,0.4404,positive
child thought alien would look like monster realized alien everyone else universewe human being universe think lucky selfish,0.296,positive
skeptical science must tell something science must unquestionably believe science always proven wrong later always believe science,-0.6597,negative
im simple star thats u cant see,0.0,neutral
pick planet perfectly near perfectly alignment earth sun slice endless cake imagine one dont align exponentially exist,0.8555,positive
couldnt simply giant planet enormous moon orbiting,0.0,neutral
joke make something run black energy black matter white hole stop lie time favorite big bang none real keep making money lie,0.6369,positive
update subsequent jwst going service,0.0,neutral
find cute ant colony witnessed first snowflake top scientist ant tell others know top scientist ant kind scientist great vision imagination,0.9337,positive
long strange pattern many volunteer end alien dont know bad speaker weird pause bad tone end little information,0.4939,positive
earth eleven time smaller jupiter diameter time smaller different thing,0.0,neutral
well huge comet passed star earth comet far star would abstruct great chunk light star,0.8176,positive
guess star trinary star system two black hole,0.0,neutral
reading multiple planet aligning line sight kepler telescope,0.0,neutral
amazing story,0.5859,positive
worthy ted talk admitted didnt know causing phenomenon go unsubstantiated theory boo hiss,0.5106,positive
gas cloud passed star boring,-0.3182,negative
prolly another solar system light sun light dip different planet eclipsing view sun,0.0,neutral
pass science since ted talk allow science fiction,0.2263,positive
planet resource exhausted resource dysons sphere come mining planet,-0.3612,negative
sound like make ambrosia salad without raisin,0.3612,positive
build dyson sphere exhaust energy supply home planet advanced know build dyson sphere fail rely reusable energy avoid need build dyson sphere first place,-0.4019,negative
would rather focus,0.0,neutral
tabby orbit black hole slowly eaten,0.0,neutral
citizen andromeda galaxy say yaelt hae lll ha marmaloosas xpress weeblatotsy pasht lamatooty,0.34,positive
there lot moon,0.0,neutral
alien contact mean hearing much alien shts decade fantasy scientist,0.0,neutral
yeah okayalienssuresmh,0.296,positive
point webb,0.0,neutral
several hypothesis proposed explain star large irregular change brightness none fully explain aspect resulting light curve,0.3818,positive
lot youre probably wondering look familar well uncanny resemblance matt servitto deputy brock banshee gov bob sweeney billion youre welcome,0.6249,positive
anyone considered possibility star multiple planet cross star time causing sunlight blocked also extending length time light blocked well irregular dipping light even solar system planetary alignment perhaps alignment occur frequently system perhaps star maybe planet orbiting perhaps far apart one planet,-0.2732,negative
interested hypothetical opening carl quote,0.4019,positive
telling scientist science enthusiast could think simple possibility multiple planet could passing front star necessarily orbiting chance mean looking star far away barely see light many celestial object passing front think alien megastructures wonder many real scientist day bunch nerd phd,0.3182,positive
show solar system really,0.0,neutral
nothing,0.0,neutral
alien alert,0.296,positive
bimbo,0.0,neutral
star dying,0.0,neutral
im astronomer one planet orbiting star different speed occasion would planet coincide act unison block significant amount light,-0.2732,negative
see reason go alien intelligence explain likely occlisions multitude planet large large plane perpendicular u period rotation vary size periodically several even half dozen eclipse sight line near simultaneously day weeka month probably hard model planetary system dozen jupiter sized planet still easier invoking alien technology,0.6705,positive
ancient word starbinder scientist time call dison sphere,0.0,neutral
stop wasting tax looking land mar moon purpose support people waste talent moon mar landing solve problem earth many,-0.4767,negative
looking light show underside solid dome head solid dome hundred mile u,0.296,positive
keywords star named kepler multiple dip radiation spectrum possibility habitable planet supporting life thanks unofficial unemployed self backyard scientist thank,0.8074,positive
year later update info,0.0,neutral
star question almost light year away earth distance planetary celestial body could causing dimming star mean star experience dimming brightness,0.3818,positive
occam razor tell bunch rubble bouncing around couple planet collided boring explanation likely alien war let face,-0.7351,negative
debunked dust dimming,0.0,neutral
alien structure pattern would occur regular basis logic prevail people,0.0,neutral
create dysonsper would need one plant resort,0.2732,positive
wasting money resource funded tax institution exemplified child scientist wishful thinking asking continuity fun waiting pampered less fortunate wtf accurate slide presented,-0.081,negative
problem may assumption law physic universal,-0.4019,negative
year information,0.0,neutral
independently finding totally convinced life everywhere universe,0.4576,positive
multiple jupiter size planet around star,0.0,neutral
watch almost forgot ted ill look someplace else,-0.3687,negative
hope never find alien given happens found new population human world encounter bode well u,0.6124,positive
added far end title,0.0,neutral
drew barrymore become scientist,0.0,neutral
voyager movie script,0.0,neutral
wow bet theoretical physicysts rush create new particle account neutronium last week antiphotontransformium xd,0.8658,positive
follow physic know,0.0,neutral
gon na sun,0.0,neutral
probably orbital plate housing massive shipyard dock ultramarine emperor,0.0,neutral
need hypothesis,0.0,neutral
ted alien think want find alien,0.0772,positive
dip caused dense cold dust gas earth star thats reasonable explanation,0.0,neutral
waste money time show incompetence scientist,-0.7269,negative
news star solved puzzle yet,0.2732,positive
louis theroux audience,0.0,neutral
anybody clear doubt come distant planetary system observe able detect planet orbiting around distant star aligned mean earth distant planet distant star mean point far star planet view point might come alignment scientist observe star measure light coming difference detect show planet something revolving around question come always aligned far far away star system,0.0258,neutral
could three star system one star emits much less light others,0.0,neutral
begs question alien planet exhausted planet energy would get enormous amount energy would take build structure around sun,0.1779,positive
cause dimming could something close star much closer u wandering planet several wandering planet,0.0,neutral
perhaps witnessing interaction dark matter star system,0.0258,neutral
anyone ever calculate time material energy dyson sphere would take construct source maintain find science fascinating please dont discredit pseudo science,0.7845,positive
astronomy regular subject elementary least twice first sixth grade like music also like pe also daily activity class start kid may release lot high energy participate class laterits cruel ask child sit listen talk hour without physical activity course im diverting astronomy may much,0.3182,positive
every time go watch fall asleep think start pretty much saying shell return alien isnt interesting isnt even close interesting opposite im watching morning hoping ending isnt silly af,0.3421,positive
mysteriousas existence,0.0,neutral
decode,0.0,neutral
f class star moved warsaw ny crazy know,-0.3612,negative
muy lejos estan yo le toco la puerta eso si fasito pepa q falte,0.0,neutral
yo mama fat walk front kic reduces brightness week,0.3818,positive
even dyson sphere exist solar flare wouldnt disrupt even destroy,0.431,positive
using ginormous kinda make sound like presentation sixth grader really great interesting info,0.8627,positive
imo would think civilization technology make dyson sphere theyd able produce fusion energy device fusion device us much less material would easy compartmentalize tap im trying accept dyson sphere theory find illogical,0.7458,positive
there evidence jesus god alien exist,0.2732,positive
dont understand james web hasnt pointed youd think would high list,0.0,neutral
dyson sphere look kinda symmetrical ngl,0.0,neutral
read old photographic astronomical plate taken last year area sky including star show gradual dimming star implies really alien mega structure building dyson sphere progress long time,0.4215,positive
encant esa sinceridad flor de piel mucha suerte en tu campo m con esta red de colaboradores,0.0,neutral
anyone else think drew barrymore first picture video ya clicked,0.0,neutral
last hope elon musk one man power world universe time,0.4404,positive
thought mean tomy opposite phone angry said forgive ancient history goingso opposite particle death wise going support,-0.0772,negative
always particle others charge wise opposite death advance aheadso science understand go,-0.2023,negative
million covid dead body million child born time covid dead,-0.8625,negative
know,0.0,neutral
star irregular shape leaving part might brighter another part less bright,0.6378,positive
coming back year looking tabby star james webb,0.0,neutral
sorry przybylskis star mysteriousinteresting,-0.0772,negative
here question something big needed built planet used engery engery come build large structure something large time size earth would take lot engery make wouldnt civilization conserve engery,0.0,neutral
given asymmetry surely someone ran fourier transform data show,0.4404,positive
super big planet destroyed menacig force could debris field type,0.1779,positive
need literally put pair oneill cylinder around every planet make dyson swarm oneill cylinder mckendree cylinder would capture sun light besides fusion storing power make oneill cylinder virtually perfect habitat huge battery,0.7184,positive
money black hole bet one messing data thats guess though,0.0,neutral
mind clear crystal knew every thing saying even though native english speaker understood word easily clearly envy,0.6808,positive
cant express enough grateful channel video helped understand complex scientific concept easily digestible way,-0.0207,neutral
excellent get james webb look,0.5719,positive
start amazing indeed disappears planet pas behind,0.34,positive
favourite pastime whilst playing eve,0.2023,positive
woman eagle didnt people ever go sunday school,0.0,neutral
klc sister said seven year ago understand current state planet today,0.0,neutral
class great professor learned lot class,0.6249,positive
government admitted lying u alien would still uphold claim,-0.4588,negative
year ago somebody know tell pls,0.0772,positive
pattern sky look geometry moving,0.0,neutral
update,0.0,neutral
couldve multiple eclipse cluster star god hitting pause like joshua,0.5574,positive
found region one talk tabby star anymore lol,0.4215,positive
alien hypothesizes always last resort u dept defense confirmed existence much line thinking,0.128,positive
hope jwst get new update star,0.4404,positive
many year ago maybe evidence gravitational wave background maybe light emission keep fluctuating two black hole colliding nearby turn fluctuating gravity three,-0.128,negative
observed detail event horizon array telescope,0.0,neutral
hope take picture star help james webb telescope study,0.6808,positive
second thought drew barrymore let go completely,0.0,neutral
couldve rogue planet,0.0,neutral
fascinating woman brilliant,0.8074,positive
dysons sphere,0.0,neutral
use secretary talk hint knew hyperbloviated b,0.0,neutral
maybe large black spot formed surface star like sunspot,0.3612,positive
recently saw video exoplanet super big ring multiple ring,0.5994,positive
great presenter well put,0.7351,positive
sorry science science fiction support citizen scientist amateur astronomy fact could write paper accepted thing like space battle dyson sphere explanation proof journal system corrupt explanation simply outside dogma thus crazy accepted get theory phenomenon heavy dogma intellectual phase locking get nothing rejection worse career suicide,0.7433,positive
even alien mega structure defy law physic thats something cant know time much ufo evidence contrary dont know ufo violate law physic ad easily take drink water however noticed old,0.6159,positive
scientist know there alien life there billion star milky way let alone universebut government wont let talkwere get tech wanted hurt u would ofbrukillaz ent,-0.6597,negative
amazing woman,0.5859,positive
ive never heard,0.0,neutral
sheer nonsense,-0.4019,negative
intriguing rb canada,0.0,neutral
really screen writer deep heart hide behind phd,-0.1779,negative
rewatch contact ask jodi foster know,0.0,neutral
thanos wheres thanos fersalso wtf,-0.5859,negative
someone get view crap bored people btw didnt watch yeh hatershow know crap title credential woman presenter nothing advanced th c carnie folk making money punter telling fortune,-0.7929,negative
hypothetical alien ie hypothesis tabetha think less likely one living solid planet chance interior planet like vast amount hyperfossilized collapsed supernova stuff responsible roughly million year earth existence admittedly theyd need use sort thhing build dyson sphere hard believe itd worth,0.7003,positive
update jwst running,0.0,neutral
suppose one planet blocking view one plantes began cross front planet emergered view could explain fluxuation planet tighter orbit could orbit much faster time wise,0.128,positive
moment talk possibility advanced civilization however manage nuclear fusion therefore dependent radiation nuclear fusion central star curtain fell inwardly show least passage large debris field comet accumulation mentioned still reasonably plausible rest alien tech much nonsense personally,-0.1779,negative
seem simple explain certainly involve alien star war death star etc asteroid belt black hole strange pattern shown video kepler effect earth observing planetary object passing star elliptical orbit north south travelling towards u kepler observation object passing star different elliptical orbit therefore creating smaller dip appear pas quickly u observer certain result would entirely different observed anywhere else except earth,-0.5994,negative
almost quarter hour talk say know,0.0,neutral
never thought obvious dark spot happens periodically sun shes fixated alien foolish scientist,-0.2732,negative
cluster orbiting planetsgas planet also orbiting among direct line partly direct line towards kepler,0.0,neutral
ever think alone universe lost space,-0.5106,negative
acronym wtf initialization also abbreviation acronym ill allow look definition scientist used research yah wowmade till end never actually said anything wtf point anyway,-0.8591,negative
multiple planet transiting time multiple planet moon,0.0,neutral
brethen moon need stay away convergence event happening,0.0,neutral
supposed planet little planet like moon earth assmimetrical,0.3008,positive
here big question kind shockingly poor computer programming involved order miss multiple massive compared baseline drop signal nonuniformity massive clue also detected search programming honestly serious question asked make u wonder overall quality science undertaken additionally observable universe currently believed around billion light year across see earth space telescope entire universe currently believed aroundwait ittrillion light year across,-0.1027,negative
look webb telescope,0.0,neutral
lot planet aline point time show dip saying,0.0,neutral
able see drop water entire ocean mysterious star entire ocean go beyond drop could even see star breakdance,-0.4939,negative
many natural explanation saturn like gas giant large ring perhaps rotational wobble making planet seem increase decrease size due orientation ring u star asteroid belt would put asteroid belt shame near range pluto huge clump planetsasteroids causing irregular shift light getting like better comet theory though similar explanation random debris although large debris random large debris causing seemingly random large fluctuation instead system planet system many planet lined similar orbit like pluto charon many like coplanets main planet moon revolution cause rapid fluctuation seems size one massive planet either death star theory,0.875,positive
would like think list thing webb look,0.3612,positive
go circuit board awesome different sunlight moon light star night,0.6249,positive
borg cube,0.0,neutral
star could well type r coronado borealis star,0.2732,positive
planetary alignment,0.0,neutral
hate ted nothingted,-0.5719,negative
probably vogons astral manouvers,0.0,neutral
cant proven total fantasy,0.0,neutral
cant say l dont know,0.0,neutral
would nothing unnatural alien civilisation tabby unnatural astronomical exceptionalism scientific racism cmon,-0.6249,negative
real dr ellie arroway,0.0,neutral
perhaps incredibly large cyclone raging surface planet similar jupiter much bigger,-0.5667,negative
sun light energy pure state damn rational make damn sense trap time trap organic nature starting evolve unknown religion crumble core,-0.7845,negative
hello would come huge planet whose elliptical orbit would lead far towards u moving away greeting france,0.5994,positive
explain little human stop happened earth numerous time past understand end ice age right guess happens climate change get hot know age dinosaur permanent ice right unbelievably stupid arrogant suggest stop natural cycle hot cold climate change already happened multiple time,-0.8183,negative
world wide know university processing oil since year ago around world wide industrial revolution since year ago around world wide humanity know point critical mother earth planet study investigation university amazon peru loreto latin america city iquitos,-0.1531,negative
stop child using car go vegan,-0.296,negative
natural evolution stop great dying happened happen,0.6597,positive
sagejkinyzvianako xanesa ceka ybeny kiseknky izrebnekyce xonkonga begansinsatejena ta ybeansizoaba yjeapen,0.0,neutral
huge refrigerator solution,0.5574,positive
hopefully true human being die planet restored beautiful place,0.7845,positive
nitrogen n oxygen make earth atmosphere meanwhile muchdreaded increase co last year whopping thats rightco time less abundant n idea tiny trace gas singlehandedly steering climate ship based solely motion atmosphere bit stretch say least motion earth atmphsere wind convection used jusitify co climate change theory going talk thermodynamicsat room temperature molar heat capacity constant pressure cp roughly jmolk n co yes co hold bit heat nothing scream planetary climate changed experience today motion atomsphere make difference another obtuse justification ostesible co theory microwave oven analogy used justify co theory climate change screen door volume microwave oven used justify co causing climate change door screen composed solid matter yet co obviously gas bake apple pie using orange real culprit thermodynamic pollutionexcess heat dumped environment human activity instead focusing conversation keep circling around co like kind atmospheric supervillain apparently applying basic common sense radical move today climate discourse,0.8384,positive
hmmmmm,0.0,neutral
insightful wellresearched film move beyond problem highlight powerful effort made avert disaster crucial reminder sustainable future possible act,-0.5106,negative
eats palm oil st century people strongest trans fat body need year cleanse weapon mass destruction,-0.4588,negative
dwdocumentary plenty world bank report geologist geophysical analysis report across globe show abundant empty zone aquifer various layer earth surface rainwater could channelled filled could help cool earth buffering earth extremely high core temperature surface crust important objective geologist detect earth layer porous hold crore liter water water stored depth evaporate,0.6124,positive
people know glacier either exist century ago much smaller got bigger little ice age returning normal,0.0,neutral
need know understand much trouble plant alive year ago starting decay today bad many think fake news,-0.8555,negative
north pole used lush filled life way earth wanted go back like earth feel like going back good old day human making mad who going stop,0.3612,positive
feel like thing happened way well there difference global warming knowing recording thing long ago scientist antarctica absolutely laugh warming concern know one personally talk always laugh say colder year natural cooling heating cycle figured way keep political agenda money fear know,0.9167,positive
shame totally date current change u determined use even coal better remove video like become dated quickly world change even quicker,0.5719,positive
let preserve planet conserving energy reducing pollution protecting nature prevent global warming stop devastating impact climate changefor sake future generation,-0.5719,negative
there village called bondo kenya,0.0,neutral
maybe government stop trying manipulate climate via geoengineering china stop burning ton coal make ev starter,-0.5267,negative
something reverse stopping cloud seeding theyll try use cloud seeding regulate weather pattern,-0.1531,negative
people didnt think climate change would bad,-0.5423,negative
wow beautiful video,0.8271,positive
idea use public transport eat plantbased fly every three four year try leave decently sized appartment eg max sqm three people easily said comfort exploitative lap luxury called switzerland apology,0.5994,positive
buy nice ac unit stay inside problem solved,0.296,positive
climate always changing past lower higher temp co level panic transfering money poor rich,-0.6124,negative
global warming,0.1531,positive
climate changing billion year precious little u latest crisis du jour stir mouth breather,-0.0314,neutral
global warming threat earth environmental issue however good news coming god kingdom put end global warming climate change soon jw,0.6597,positive
solution like one stomach problem eating pizza die definatly continues eating continues eating pizza added bottle coke think digest instead stop eating replace green vegitables ultimatly everyone suffer cunsuming nature rich think survive without harm point ac doesnt work drought every flood climate increase rapid pace,0.0644,positive
need make presentation abot school,0.0,neutral
cant determine thecorrect temperature earth cant determine warming good bad climate change scientific scam,-0.8765,negative
really enjoyed documentary present compelling point however cant help think solution discussed might practical everyone like going completely green seems ideal people lowerincome area cant afford solar panel electric car feel like privilege issue often get overlooked,0.9069,positive
walk way germany equipment fly plane like gretta kerry,0.3612,positive
give example humanity solved issue successfully cant hardly recall anything,0.6486,positive
like human deed biggest issue nobody talking tilted earth,0.3612,positive
propaganda purest form poor africa first foremost consider stop population growth take care basic issue waste management europe committing conscious suicide european family destroyed cost new green deal country like usa china waiting,-0.8481,negative
interesting propaganda sahara green antarctica green earth ever changing sun go cycle hot cold great way climate scientist earn money though imagine many left unemployed figured went ice age single car existed exist earth warmed,0.7845,positive
great video really informative well put together cant help wonder though focus much tech solution neglecting importance personal lifestyle change mean seems like keep looking quick fix instead making real sacrifice daily life think,0.8325,positive
grim reality,-0.5719,negative
one volcano thats man worst year amount last year last year told truth would destroy order going tell beyond faked youre dam thing stop give u year thats optimistic,-0.7351,negative
nature balance tilted taking u scale,0.0,neutral
serious need wake,-0.0772,negative
documentary climate change without mentioning corporate greed who damage overpopulation resulting indentured servitude fast consumerism documentary incomplete im generous,0.3309,positive
complete stupidity banned driving car india africa vietnam thailand third world country continue burn tire plastic polluting river chemical oil stop suffer,-0.891,negative
please please please work program climate control change okay mr mone phomphak dated sunday th teacher year mr mone phomphak,0.7783,positive
rich poor answer nation world need join forcescooperate usa leadership thank mr mone phomphak,0.6369,positive
climate change predicted bible year ago,0.0,neutral
richer indicates job intention others earn sum establishing fossil fueled industry earth ignore environmental issue educated people advise result show many consequence like poorer community suffer strongly wasting lot food land could produce desire food essential survive life moreover temperature hit sector activist try reach voice policy maker politician leader well industrialist key save life year come un prime body awareness human stop use fossil fuel shifting renewable energy furthermore university offer student scholarship study related subject activity could tackle situation thanks,0.7717,positive
metal company tmc going inking deal u govt soon start mining polymetallic nodule ocean floor united state eez well ccz trillion dollar worth nickel cobalt copper manganese needed energy transition largest measured nickel deposit planet norid area ccz contract tmc fewer environmental impact harvesting polymetallic nodule clearcutting rainforest move fast transition fossil fuel renewables battery,0.7845,positive
go heaven poor money power help stop global warming,0.3182,positive
earth ridding self humanity first second catastrophe follow earth sixth extinction event one stop evolution continues future heat climate change done job earth go another ice age ice age earth emerge pure cleansed every thing start purity garden eden return evolution job time human monkey anything could evolve human form million year passed entirely new form specie inhabit earth nothing human try change anything future changed vision saw meditation vision shown mind eye clear television picture beheld future mankind earth robert mckellarellis,-0.25,negative
volcano erupts massive cometan disaster climate,-0.6249,negative
hmmm think jet bomb explosion war might largely responsible saying,-0.7003,negative
climatards lol,0.4215,positive
already averted catastrophe remarkably perfect zero saw coming america acted emission policy ban thing like freon aerosol hairspray etc averted worst worst catastrophic climate prediction,-0.9383,negative
world doesnt map way create durable wealth pay infrastructure time go take swimming lesson stop whinnying,-0.0552,negative
download ecosia,0.0,neutral
say catchy,0.0,neutral
b,0.0,neutral
chasing moneyanyone need stop nobody need content finally togeter digging graf,-0.296,negative
oh african people,0.0,neutral
earth sickearth adjusting eliminate man,0.0,neutral
chinese electric vehicle often marketed environmentally friendly yet rely heavily electricity generated coal making true carbon footprint far green produce direct emission operation still largely powered fossil fuel despite chinese communist party ccp promotes ev industry leader sustainability conveniently ignoring fact china remains world largest carbon emitter branding vehicle ecofriendly china profit global environmental concern continuing rely coal moreover ccp long history controlling information covering tiananmen square massacre student killed suppressing narrative challenge official stance result many chinese citizen genuinely believe ev helping environment unaware broader reality consumer truly care sustainability consider whether buying ev powered coalgenerated electricity aligns value supporting product country prioritize clean energy may effective way fight climate change,0.9534,positive
people want change working hard meet change climate environment need,-0.0258,neutral
normal people consumer cant anything cc one something focus two thing primary keeping people poor control keeping people fear people manipulated cant shit,-0.7163,negative
stabil energi move dynam mechine eternity three unfade pleassan,0.0,neutral
rumour five year time gon na need boat,0.0,neutral
wish switch fossil fuel mankind need enable solution fix shortcoming source energy god gave mankind source stream step enabled energy stored distributed called back demand needed mankind need likewise another thing god mankind genesis make mankind likeness god gave u privilege ocreating world live,0.926,positive
plss give summary video,0.0,neutral
biggest scam history humanity,-0.5719,negative
june news release city sprawl large enough sway global warming land urban land reach farther ever influence global warming brendan bane pnnl catie himes pnnl glowing orange sun shine lightly hazy paris eifel tower standing erect right centerframe open city grown quite lot recent decadesglobal urban land cover swelled percent since city sprawl expands reach influence world climate grows tandem,0.4215,positive
without product spread cost required infrastructure st world economy prayer replace fossil fuel god gave mankind source energy step line mankind design way store distribute make additional product spread cost infrastructure increase value low value asset durable high value one take elon musk president trump enable investor win transfer fossil fuel would love invite share insight,0.9716,positive
human made perhaps current magnetic excursion straight line move since distorting weakening magnetic field allowing sun radiance sun penitrate stronger planet thus melting ice cap nature human polution bad cause adjust narrative,-0.25,negative
wow nice wonderful like india,0.9153,positive
love cutie pie ga sheriffnot themdid know china polluted country,0.5719,positive
european leave africa alone nothing like climate change,-0.5122,negative
last year co emission increased percent worldwide pressing problem facing civilization global warming except data prof weve never safer healthier prosperous time history,-0.5975,negative
global warming refers rise global temperature due mainly increasing concentration greenhouse gas atmosphere climate change refers increasing change measure climate long period time including precipitation temperature wind pattern,0.1531,positive
talk russia global warming russian killing humanity without impact global warming,-0.4939,negative
hydro energy isnt green,0.2732,positive
poor doesnt care climate change rich,-0.2796,negative
al gore told u pole would melt polar bear would disappear foot snow california,-0.2263,negative
climate change mean jesus christ coming back,0.0,neutral
year later looking like small progress made rolled back course set ultra cynical government preparing accept destruction keep fighting dominate whatever imagine left dystopia trump wanting confiscate greenland prime example moronic vision,-0.6249,negative
watching asking smart individual remember carbon cycle component remember tree responsible take carbon dioxide atmosphere return oxygen smarter invest billion replanting back tree area country desert exist even thinking mention tree take year grow asking ever plant tree forest tree take day seed germinate take year reach average height foot know proven know tree natural remover carbon dioxide billion invested replant,0.8625,positive
difference year make,0.0,neutral
helicoptering water there pipe tank think blind,-0.4019,negative
rising sea level tropical rain guy joking long story go,0.2263,positive
expert know bad weather hundred year ago dont look earth give carbon dating,-0.5423,negative
rain deer horse different cow,0.0,neutral
lying child climate change climate sarth evolved time stayed since fossil fuel used find courage tell truth show video polar ice melting well forming dont claim melting long yet never stop melting,0.6234,positive
poor ofteen pray soft winter an long prosper sumer,-0.2023,negative
overpopulation problem rd world climate change,-0.4019,negative
used think climate change myth kid remembered glacier way ice melting rapid pace,0.0,neutral
put hold next year big player climate change denier,-0.3612,negative
hola,0.0,neutral
im okay government policy based science fact object policy based climate change propaganda nonsense small change happening last hundred year natural human caused need focus pollution prevention management natural resource co required life planet remember high school science co circulates ground ocean atmosphere coming planet low co would better higher plant food production water vapor dominant greenhouse gas basic science look car radiator co water heat transfer storage,0.4588,positive
cant even stop diesel vehicle productionand missle tezt,0.2235,positive
god help u,0.5859,positive
biggest scam st century lol,-0.2263,negative
load hot air climate change happening since world existed minuscule unproven rise global temperature less one degree year potentially percent due human influence cleaner air lesss smoke case wish would heat bit would burn carbon assist process didnt know would effect whatsoever least isa escape nonsense trump put line europe lucky continue pay nothing continue ruin manufacturing industry,0.7828,positive
climate remediation suggestion lot discussion global warming whether really exists serious threat role carbon dioxide however following generally agreed namely lot co released atmosphere since start industrial revolution lot ended solution sea water least time much co cubic meter sea water cubic meter atmosphere ntp acidifying sea water possibly harming coral reef fauna also agreement temperature earth warmed somewhat earth rotation coriolis effect formed number tropicalsemitropical oceanic gyre within mass sea water rotating clockwise northern hemisphere counter clockwise southern hemisphere anything floating ie less dense sea water tends float towards center gyre five main gyre tropicalsemitropical north pacific south pacific indian north atlantic south atlantic ocean together form large proportion earth surface covered water north pacific lot floating debris great pacific garbage patch debris washed japan tsunami following recent fukishima earth quake southern hemisphere gyre appear contain much floating debris north atlantic gyre unique contains sargasso sea characterized presence two specie sargassum float virtue oxygenfilled follicle discovered first documented columbus voyage sargasso sea commission office washington dc charged protecting sargasso sea pollution etc website basically describes positive ecological value sea since sargassum appears overflowing sargasso sea moving via west bound current across north coast south america caribbean sometimes gulf mexico attributed agricultural run usa brazil might due increased level co solution washing beach region one might expect happen dy rot emits h since lot beach tourism main industry weed removed manually given sargassum bad name several facebook entity keep track sargassum landing frequent posting enquiring sargassum occurrence specific tourist area occurrence sargassum caribbean would however make easy put live sargassum pacific west coast mexico current would carry way across pacific photosynthesizing growing way absorbing lot co heat energy photosynthesis endothermic reaction absorbing co ocean would allow co atmosphere dissolve sea sargassum would probably stay north pacific gyre might drift south pacific one might balk idea covering lot ocean sargassum us used make ethanol paper cardboard one caribbean making construction brick others feeding goat appears benefit pacific sargassum could easily add sargassum gyre using ship transiting panama canal seems likely sargassum eventually get south atlantic gyre may take would welcome thought robert ducharme rodincusaolcom,0.9793,positive
climate change man made n important world organization important world organization must hire people plant tree desert,0.3818,positive
population consumption ignorance dont want doomer rough mental wellbeing,-0.4063,negative
earth trying wipe humanity fresh start away b people done,0.3182,positive
climate change refers significant lasting change earth climate especially increase temperature change weather pattern primarily due human activity like burning fossil fuel deforestation industrial processesthe primary greenhouse gas currently increasing atmosphere due human activity carbon dioxide co methane ch nitrous oxide burning fossil fuel cutting forest farming livestock increasingly influencing climate earth temperature add enormous amount greenhouse gas naturally occurring atmosphere increasing greenhouse effect global warming,0.7178,positive
global south inhabited poor facing brunt climate change created luxury loving socalled developed countriesall european american russian climate criminal,-0.1531,negative
global warming sign end time,0.1531,positive
could global warming wait year make sure dead,-0.34,negative
told story california fire truck supposed repaired million diverted fire prevention fund water hydrant ran water rejected bill get million gallon water per day pushed ocean instead climate change problem stupidity evil,-0.9524,negative
isnt strange wealthiest people shout loudest climate change co damage rising sea level etc fly around private jet megayachts multiple home many beach front,-0.6412,negative
peace upon new mindset truth life wouldve made werent courageous struggling survive reprocreate creature earth trying accomplish thoes two main task give sense fulfillment throughout life there perfect moment present moment future product best moment necessity whole life depended act moment predict prepare victim either choose way discipline regret end life give energy,0.9225,positive
must try best save world regardless successful defeated attampts going turn,0.8442,positive
land root embrace earth plant hope whats worth beyond smoke sky mend nature heart u transcend every seed life grow step toward peace wind blow,0.8625,positive
third world country dont give rat as climate change barely make foot print steal resource right nose climate change going reverse something said took yr form cycle let u enjoy life let nature take course,0.0,neutral
global warming sky warming say emission atmosphere creating global warmingthe moon rotate around earth pulling south pool space lot heat transportation business home still enoughits liquid fuel cause already burnt cant feed sun perhaps removing oil remove oil make room innercore grow since removing oil volcano dont work lava go tornado hurricane tsunami fromed removing oil trapping air drying land live ocean floor thinnest think circular pattern proverb,0.5267,positive
love project fantastic planted tree still visit wonder couuld report contribution animal agriculture cause least climate change counting opportunity cost grazing nature,0.891,positive
tell next heating time junior said th take back thing lost,-0.3182,negative
dreaming techno colour,0.0,neutral
stop manufacturing weapon,-0.5267,negative
need stop volcanic eruption witch problem dump way carbon man chart last year doomed even could zero emission,-0.9217,negative
ss,0.0,neutral
greedy rich climate change denier dont care long make money wont around feel devastation caused everyone else paying price trying slow maybe stop destruction,-0.7503,negative
